description,seriesId,economy,country,period,value,year
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CEB,Central Europe and the Baltics,YR2020,33021808165.4673,2020
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CSS,Caribbean small states,YR2020,4379300645.69045,2020
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ARB,Arab World,YR2020,59508348139.0593,2020
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AFW,Africa Western and Central,YR2020,29191497381.8482,2020
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AFE,Africa Eastern and Southern,YR2020,13724226463.2968,2020
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ZWE,Zimbabwe,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ZMB,Zambia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,YEM,"Yemen, Rep.",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PSE,West Bank and Gaza,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,VIR,Virgin Islands (U.S.),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,VNM,Vietnam,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,VEN,"Venezuela, RB",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,VUT,Vanuatu,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,UZB,Uzbekistan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,URY,Uruguay,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,USA,United States,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GBR,United Kingdom,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ARE,United Arab Emirates,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,UKR,Ukraine,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,UGA,Uganda,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TUV,Tuvalu,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TCA,Turks and Caicos Islands,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TKM,Turkmenistan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TUR,Turkiye,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TUN,Tunisia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TTO,Trinidad and Tobago,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TON,Tonga,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TGO,Togo,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TLS,Timor-Leste,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,THA,Thailand,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TZA,Tanzania,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TJK,Tajikistan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SYR,Syrian Arab Republic,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CHE,Switzerland,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SWE,Sweden,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SUR,Suriname,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SDN,Sudan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,VCT,St. Vincent and the Grenadines,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MAF,St. Martin (French part),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LCA,St. Lucia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,KNA,St. Kitts and Nevis,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LKA,Sri Lanka,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ESP,Spain,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SSD,South Sudan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ZAF,South Africa,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SOM,Somalia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SLB,Solomon Islands,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SVN,Slovenia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SVK,Slovak Republic,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SXM,Sint Maarten (Dutch part),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SGP,Singapore,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SLE,Sierra Leone,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SYC,Seychelles,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SRB,Serbia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SEN,Senegal,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SAU,Saudi Arabia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,STP,Sao Tome and Principe,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SMR,San Marino,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,WSM,Samoa,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,RWA,Rwanda,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,RUS,Russian Federation,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ROU,Romania,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,QAT,Qatar,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PRI,Puerto Rico,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PRT,Portugal,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,POL,Poland,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PHL,Philippines,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PER,Peru,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PRY,Paraguay,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PNG,Papua New Guinea,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PAN,Panama,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PLW,Palau,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PAK,Pakistan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,OMN,Oman,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NOR,Norway,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MNP,Northern Mariana Islands,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MKD,North Macedonia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NGA,Nigeria,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NER,Niger,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NIC,Nicaragua,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NZL,New Zealand,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NCL,New Caledonia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NLD,Netherlands,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NPL,Nepal,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NRU,Nauru,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NAM,Namibia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MMR,Myanmar,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MOZ,Mozambique,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MAR,Morocco,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MNE,Montenegro,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MNG,Mongolia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MCO,Monaco,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MDA,Moldova,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,FSM,"Micronesia, Fed. Sts.",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MEX,Mexico,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MUS,Mauritius,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MRT,Mauritania,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MHL,Marshall Islands,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MLT,Malta,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MLI,Mali,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MDV,Maldives,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MYS,Malaysia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MWI,Malawi,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MDG,Madagascar,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MAC,"Macao SAR, China",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LUX,Luxembourg,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LTU,Lithuania,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LIE,Liechtenstein,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LBY,Libya,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LBR,Liberia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LSO,Lesotho,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LBN,Lebanon,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LVA,Latvia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LAO,Lao PDR,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,KGZ,Kyrgyz Republic,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,KWT,Kuwait,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,XKX,Kosovo,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,KOR,"Korea, Rep.",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PRK,"Korea, Dem. People's Rep.",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,KIR,Kiribati,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,KEN,Kenya,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,KAZ,Kazakhstan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,JOR,Jordan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,JPN,Japan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,JAM,Jamaica,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ITA,Italy,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ISR,Israel,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IMN,Isle of Man,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IRL,Ireland,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IRQ,Iraq,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IRN,"Iran, Islamic Rep.",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IDN,Indonesia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IND,India,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ISL,Iceland,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,HUN,Hungary,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,HKG,"Hong Kong SAR, China",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,HND,Honduras,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,HTI,Haiti,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GUY,Guyana,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GNB,Guinea-Bissau,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GIN,Guinea,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GTM,Guatemala,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GUM,Guam,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GRD,Grenada,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GRL,Greenland,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GRC,Greece,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GIB,Gibraltar,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GHA,Ghana,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,DEU,Germany,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GEO,Georgia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GMB,"Gambia, The",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GAB,Gabon,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PYF,French Polynesia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,FRA,France,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,FIN,Finland,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,FJI,Fiji,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,FRO,Faroe Islands,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ETH,Ethiopia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SWZ,Eswatini,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,EST,Estonia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ERI,Eritrea,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,GNQ,Equatorial Guinea,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SLV,El Salvador,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,EGY,"Egypt, Arab Rep.",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ECU,Ecuador,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,DOM,Dominican Republic,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,DMA,Dominica,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,DJI,Djibouti,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,DNK,Denmark,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CZE,Czechia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CYP,Cyprus,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CUW,Curacao,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CUB,Cuba,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,HRV,Croatia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CIV,Cote d'Ivoire,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CRI,Costa Rica,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,COG,"Congo, Rep.",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,COD,"Congo, Dem. Rep.",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,COM,Comoros,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,COL,Colombia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CHN,China,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CHL,Chile,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CHI,Channel Islands,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TCD,Chad,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CAF,Central African Republic,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CYM,Cayman Islands,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CAN,Canada,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CMR,Cameroon,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,KHM,Cambodia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CPV,Cabo Verde,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BDI,Burundi,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BFA,Burkina Faso,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BGR,Bulgaria,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BRN,Brunei Darussalam,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,VGB,British Virgin Islands,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BRA,Brazil,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BWA,Botswana,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BIH,Bosnia and Herzegovina,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BOL,Bolivia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BTN,Bhutan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BMU,Bermuda,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BEN,Benin,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BLZ,Belize,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BEL,Belgium,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BLR,Belarus,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BRB,Barbados,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BGD,Bangladesh,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BHR,Bahrain,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,BHS,"Bahamas, The",YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AZE,Azerbaijan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AUT,Austria,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AUS,Australia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ABW,Aruba,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ARM,Armenia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ARG,Argentina,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ATG,Antigua and Barbuda,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AGO,Angola,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AND,Andorra,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ASM,American Samoa,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,DZA,Algeria,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ALB,Albania,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AFG,Afghanistan,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,WLD,World,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,UMC,Upper middle income,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TSS,Sub-Saharan Africa (IDA & IBRD countries),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SSA,Sub-Saharan Africa (excluding high income),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SSF,Sub-Saharan Africa,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TSA,South Asia (IDA & IBRD),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SAS,South Asia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,SST,Small states,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PRE,Pre-demographic dividend,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PST,Post-demographic dividend,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,PSS,Pacific island small states,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,OSS,Other small states,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,OED,OECD members,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,INX,Not classified,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,NAC,North America,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MIC,Middle income,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TMN,Middle East & North Africa (IDA & IBRD countries),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MNA,Middle East & North Africa (excluding high income),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,MEA,Middle East & North Africa,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LMC,Lower middle income,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LIC,Low income,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LMY,Low & middle income,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LDC,Least developed countries: UN classification,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TLA,Latin America & the Caribbean (IDA & IBRD countries),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LAC,Latin America & Caribbean (excluding high income),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LCN,Latin America & Caribbean,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,LTE,Late-demographic dividend,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IDA,IDA total,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IDX,IDA only,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IDB,IDA blend,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IBT,IDA & IBRD total,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,IBD,IBRD only,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,HIC,High income,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,HPC,Heavily indebted poor countries (HIPC),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,FCS,Fragile and conflict affected situations,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,EUU,European Union,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TEC,Europe & Central Asia (IDA & IBRD countries),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ECA,Europe & Central Asia (excluding high income),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ECS,Europe & Central Asia,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,EMU,Euro area,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,TEA,East Asia & Pacific (IDA & IBRD countries),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,EAP,East Asia & Pacific (excluding high income),YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,EAS,East Asia & Pacific,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,EAR,Early-demographic dividend,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CEB,Central Europe and the Baltics,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,CSS,Caribbean small states,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,ARB,Arab World,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AFW,Africa Western and Central,YR2021,,2021
"personal remittances received, current $US",BX.TRF.PWKR.CD.DT,AFE,Africa Eastern and Southern,YR2021,,2021
"pop. living in slums, % urban pop.",EN.POP.SLUM.UR.ZS,ZWE,Zimbabwe,YR2000,3.29999995231628,2000
"pop. living in slums, % urban pop.",EN.POP.SLUM.UR.ZS,ZMB,Zambia,YR2000,57.2000007629395,2000
"pop. living in slums, % urban pop.",EN.POP.SLUM.UR.ZS,YEM,"Yemen, Rep.",YR2000,,2000
"pop. living in slums, % urban pop.",EN.POP.SLUM.UR.ZS,PSE,West Bank and Gaza,YR2000,,2000
"pop. living in slums, % urban pop.",EN.POP.SLUM.UR.ZS,VIR,Virgin Islands (U.S.),YR2000,,2000
